Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA
498,Francisco Trincão,Portugal,FW/MF,Wolves,21,1999,28,16,1336,14.8,2,1,2,0,0,0,0,0.13,0.07,0.20,0.13,0.20,3.4,3.4,1.2,4.6,0.23,0.08,0.31,0.23,0.31
499,Kieran Trippier,ENG,DF,Newcastle Utd,30,1990,6,5,429,4.8,2,0,2,0,0,0,0,0.42,0.00,0.42,0.42,0.42,0.1,0.1,0.4,0.6,0.03,0.09,0.12,0.03,0.12
500,William Troost-Ekong,Nigeria,DF,Watford,27,1993,17,15,1390,15.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.01,0.01,0.01
501,Leandro Trossard,Belgium,FW/MF,Brighton,26,1994,34,32,2805,31.2,8,3,7,1,1,2,0,0.26,0.10,0.35,0.22,0.32,6.8,6.0,4.1,10.1,0.22,0.13,0.35,0.19,0.32
502,Kostas Tsimikas,GRE,DF,Liverpool,25,1996,13,9,877,9.7,0,2,0,0,0,3,0,0.00,0.21,0.21,0.00,0.21,0.5,0.5,2.6,3.1,0.06,0.26,0.32,0.06,0.32
503,Axel Tuanzebe,ENG,DF,Aston Villa,23,1997,9,6,508,5.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03
504,Ozan Tufan,TUR,MF,Watford,26,1995,7,4,334,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.8,0.14,0.07,0.20,0.14,0.20
505,Christos Tzolis,GRE,FW/MF,Norwich City,19,2002,14,3,336,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.0,1.4,0.13,0.26,0.38,0.13,0.38
506,Yan Valery,France,DF,Southampton,22,1999,5,3,370,4.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.02,0.03,0.01,0.03
507,Virgil van Dijk,Netherlands,DF,Liverpool,30,1991,34,34,3060,34.0,3,1,3,0,0,3,0,0.09,0.03,0.12,0.09,0.12,2.4,2.4,0.4,2.8,0.07,0.01,0.08,0.07,0.08
508,Raphaël Varane,France,DF,Manchester Utd,28,1993,22,20,1831,20.3,1,1,1,0,0,0,0,0.05,0.05,0.10,0.05,0.10,0.8,0.8,0.2,1.0,0.04,0.01,0.05,0.04,0.05
509,Jamie Vardy,ENG,FW,Leicester City,34,1987,25,20,1806,20.1,15,2,15,0,0,2,0,0.75,0.10,0.85,0.75,0.85,9.5,9.5,1.6,11.1,0.47,0.08,0.55,0.47,0.55
510,Joël Veltman,Netherlands,DF,Brighton,29,1992,34,33,2874,31.9,1,1,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,0.9,0.9,1.1,2.0,0.03,0.03,0.06,0.03,0.06
511,Jannik Vestergaard,Denmark,DF,Leicester City,28,1992,10,6,567,6.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.01,0.01,0.01,0.01
512,Nikola Vlašić,CRO,FW/MF,West Ham,23,1997,19,6,560,6.2,1,0,1,0,0,0,0,0.16,0.00,0.16,0.16,0.16,1.0,1.0,0.4,1.4,0.16,0.07,0.23,0.16,0.23
513,Matěj Vydra,CZE,FW,Burnley,29,1992,22,5,679,7.5,2,3,2,0,0,1,0,0.27,0.40,0.66,0.27,0.66,3.0,3.0,0.6,3.6,0.40,0.08,0.48,0.40,0.48
514,Theo Walcott,ENG,MF/FW,Southampton,32,1989,9,5,379,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.17,0.01,0.18,0.17,0.18
515,Kyle Walker,ENG,DF,Manchester City,31,1990,20,20,1755,19.5,0,2,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,1.2,1.4,0.01,0.06,0.07,0.01,0.07
516,Kyle Walker-Peters,ENG,DF,Southampton,24,1997,32,29,2633,29.3,1,2,1,0,0,5,0,0.03,0.07,0.10,0.03,0.10,1.0,1.0,2.9,3.8,0.03,0.10,0.13,0.03,0.13
517,Aaron Wan-Bissaka,ENG,DF,Manchester Utd,23,1997,20,20,1793,19.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.9,1.1,0.01,0.05,0.06,0.01,0.06
518,Danny Ward,Wales,GK,Leicester City,28,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
519,Joel Ward,ENG,DF,Crystal Palace,31,1989,28,27,2487,27.6,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,1.0,0.01,0.02,0.03,0.01,0.03
520,James Ward-Prowse,ENG,MF,Southampton,26,1994,36,36,3215,35.7,10,5,6,4,4,3,1,0.28,0.14,0.42,0.17,0.31,5.4,2.3,6.2,8.5,0.15,0.17,0.32,0.07,0.24
521,Ollie Watkins,ENG,FW,Aston Villa,25,1995,35,33,2952,32.8,11,2,10,1,1,7,0,0.34,0.06,0.40,0.30,0.37,12.2,11.4,2.9,14.3,0.37,0.09,0.46,0.35,0.44
522,Adam Webster,ENG,DF,Brighton,26,1995,22,16,1434,15.9,2,0,2,0,0,5,0,0.13,0.00,0.13,0.13,0.13,1.1,1.1,0.1,1.2,0.07,0.00,0.08,0.07,0.08
523,Wout Weghorst,Netherlands,FW,Burnley,28,1992,20,17,1450,16.1,2,3,2,0,0,3,0,0.12,0.19,0.31,0.12,0.31,4.2,4.2,1.4,5.7,0.26,0.09,0.35,0.26,0.35
524,Danny Welbeck,ENG,FW,Brighton,30,1990,25,15,1478,16.4,6,2,6,0,0,0,0,0.37,0.12,0.49,0.37,0.49,6.1,6.1,1.0,7.1,0.37,0.06,0.44,0.37,0.44
525,Timo Werner,Germany,FW/MF,Chelsea,25,1996,21,15,1283,14.3,4,1,4,0,0,1,0,0.28,0.07,0.35,0.28,0.35,7.6,7.6,0.4,8.0,0.53,0.03,0.56,0.53,0.56
526,Ashley Westwood,ENG,MF,Burnley,31,1990,27,26,2287,25.4,0,3,0,0,0,7,0,0.00,0.12,0.12,0.00,0.12,0.8,0.8,3.6,4.3,0.03,0.14,0.17,0.03,0.17
527,Ben White,ENG,DF,Arsenal,23,1997,32,32,2880,32.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.6,1.6,0.03,0.02,0.05,0.03,0.05
528,Brandon Williams,ENG,DF,Norwich City,20,2000,26,23,2120,23.6,0,1,0,0,0,8,0,0.00,0.04,0.04,0.00,0.04,0.2,0.2,1.3,1.5,0.01,0.05,0.06,0.01,0.06
529,Neco Williams,Wales,DF,Liverpool,20,2001,1,0,8,0.1,0,1,0,0,0,0,0,0.00,11.25,11.25,0.00,11.25,0.0,0.0,0.6,0.6,0.00,6.50,6.50,0.00,6.50
530,Joe Willock,ENG,MF,Newcastle Utd,21,1999,29,24,2038,22.6,2,0,2,0,0,0,0,0.09,0.00,0.09,0.09,0.09,3.6,3.6,1.2,4.8,0.16,0.05,0.21,0.16,0.21
531,Callum Wilson,ENG,FW,Newcastle Utd,29,1992,18,16,1386,15.4,8,0,6,2,2,4,0,0.52,0.00,0.52,0.39,0.39,6.5,5.0,0.6,5.5,0.42,0.04,0.46,0.32,0.36
532,Harry Winks,ENG,MF,Tottenham,25,1996,19,9,912,10.1,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.1,0.1,1.5,1.6,0.01,0.15,0.16,0.01,0.16
533,Yoane Wissa,COD,FW/MF,Brentford,24,1996,30,12,1284,14.3,7,1,7,0,0,0,0,0.49,0.07,0.56,0.49,0.56,3.7,3.7,0.7,4.4,0.26,0.05,0.31,0.26,0.31
534,Chris Wood,NZL,FW,Burnley,29,1991,17,17,1367,15.2,3,0,3,0,0,1,0,0.20,0.00,0.20,0.20,0.20,4.5,4.5,0.2,4.7,0.30,0.02,0.31,0.30,0.31
535,Chris Wood,NZL,FW,Newcastle Utd,29,1991,17,15,1327,14.7,2,0,1,1,1,0,0,0.14,0.00,0.14,0.07,0.07,2.9,2.1,1.0,3.1,0.19,0.07,0.26,0.14,0.21
536,Freddie Woodman,ENG,GK,Newcastle Utd,24,1997,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
537,Granit Xhaka,SUI,MF/DF,Arsenal,28,1992,27,27,2327,25.9,1,2,1,0,0,10,1,0.04,0.08,0.12,0.04,0.12,1.2,1.2,2.3,3.5,0.05,0.09,0.14,0.05,0.14
538,Andriy Yarmolenko,UKR,FW,West Ham,31,1989,19,1,316,3.5,1,0,1,0,0,1,0,0.28,0.00,0.28,0.28,0.28,0.8,0.8,0.2,1.0,0.24,0.05,0.29,0.24,0.29
539,Ashley Young,ENG,DFFW,Aston Villa,36,1985,24,10,1250,13.9,0,2,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,0.4,0.4,0.7,1.1,0.03,0.05,0.08,0.03,0.08
540,Nathan Young-Coombes,ENG,FW,Brentford,18,2003,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
541,Wilfried Zaha,Ivory Coast,FW,Crystal Palace,28,1992,33,31,2760,30.7,14,1,9,5,7,6,1,0.46,0.03,0.49,0.29,0.33,9.4,4.0,4.8,8.8,0.31,0.16,0.46,0.13,0.29
542,Christoph Zimmermann,Germany,DF,Norwich City,28,1993,3,2,157,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04
543,Oleksandr Zinchenko,UKR,DF,Manchester City,24,1996,15,10,1047,11.6,0,4,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,0.4,0.4,2.0,2.5,0.04,0.18,0.21,0.04,0.21
544,Hakim Ziyech,MAR,FW/MF,Chelsea,28,1993,23,14,1319,14.7,4,3,4,0,0,3,0,0.27,0.20,0.48,0.27,0.48,3.4,3.4,3.5,6.9,0.23,0.24,0.47,0.23,0.47
545,Kurt Zouma,France,DF,West Ham,26,1994,24,24,2078,23.1,1,0,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,0.9,0.9,0.0,0.9,0.04,0.00,0.04,0.04,0.04
546,Martin Ødegaard,Norway,MF,Arsenal,22,1998,36,32,2785,30.9,7,4,7,0,0,4,0,0.23,0.13,0.36,0.23,0.36,4.8,4.8,6.8,11.6,0.16,0.22,0.38,0.16,0.38
