,Date,City,State,Dead,Injured,Total,Description,Year
789,2021-06-12,Austin,Texas,1,13,14,"At least 14 people were shot in Downtown Austin in the early morning hours, leaving one dead. A suspect has been arrested while police are still looking for another.",2021
790,2021-06-12,Chicago,Illinois,1,9,10,A shooting in Chatham on the South Side left one dead and nine injured.,2021
791,2021-06-12,Cincinnati,Ohio,0,4,4,Four people were wounded in a drive-by. Two of the victims were children caught in crossfire.,2021
792,2021-06-11,Savannah,Georgia,1,7,8,One person was killed and seven others wounded in a shooting at a housing project.,2021
793,2021-06-11,Dallas,Texas,0,5,5,"A shooting left five people injured, including a four-year-old girl.",2021
794,2021-06-11,Winston-Salem,North Carolina,1,3,4,A shooting left one man dead and four others injured.,2021
795,2021-06-11,White Center,Washington,2,2,4,Two people were killed and two others hurt in a shooting in White Center near West Seattle.,2021
796,2021-06-10,Detroit,Michigan,1,3,4,"A drive by shooting on the west side left one dead and three injured, including a six-year-old boy.",2021
797,2021-06-10,Yonkers,New York,0,4,4,Four people were wounded in a drive by shooting that was potential gang activity.,2021
798,2021-06-08,Memphis,Tennessee,1,4,5,Four people were wounded and one killed in an afternoon shooting. The suspect is known to the victims.,2021
799,2021-06-08,Nashville,Tennessee,1,3,4,Three teenagers were wounded and an adult woman was killed after their cars were boxed in by other vehicles and fired upon. A fourth teenager was injured in a car accident as one of the cars attempted to flee the gunfire.,2021
800,2021-06-08,Houston,Texas,0,5,5,"Four people were shot, and a fifth wounded by bullet fragments in the early morning at a bar. The shooting was believed to be in retaliation of three men being denied entry into the bar.",2021
801,2021-06-07,Homestead,Florida,3,3,6,"A man killed his girlfriend, and another man, and injured three teenagers in a Florida home. The man committed suicide upon police arrival.",2021
802,2021-06-07,Cleveland,Ohio,0,6,6,Six people were wounded in an early morning shooting while standing on a porch.,2021
803,2021-06-06,Salt Lake City,Utah,1,4,5,One person was killed and four more injured in a drive-by shooting.,2021
804,2021-06-06,Portland,Oregon,4,0,4,Four people were shot dead at a home in southeast Portland.,2021
805,2021-06-06,Chicago,Illinois,0,8,8,"Two shooters opened fire on a group in Chatham, injuring eight.",2021
806,2021-06-06,Oakland,California,0,5,5,Five men were wounded in the Fremont neighborhood in a drive-by shooting.,2021
807,2021-06-06,St. Louis,Missouri,0,4,4,"Three shooters opened fire on a group of teenagers near Kiener Plaza, injuring four.",2021
808,2021-06-06,Maury,North Carolina,0,4,4,Four people were injured by gunfire at a party in a trailer park.,2021
809,2021-06-06,Kendall,Florida,3,6,9,Three people were killed and six more injured at a graduation party inside of a restaurant/hookah lounge.,2021
810,2021-06-05,New Orleans,Louisiana,0,8,8,Eight people were wounded in an evening shooting while standing outside a vacant hotel.,2021
811,2021-06-05,Indianapolis,Indiana,2,2,4,Two people were killed and two more injured while exiting a Boston Market earlier in the morning in northeastern Indianapolis.,2021
812,2021-06-04,Fruitport Township,Michigan,1,3,4,One person was killed and three injured.,2021
813,2021-06-02,Magnolia,Arkansas,0,4,4,Police responding to a fight at a local park were then notified of gunfire. Four people were wounded and one of the shooters was arrested after a car chase.,2021
814,2021-06-02,Springfield,Ohio,0,6,6,Two people are in custody after six people were injured in an overnight shooting at a wake.,2021
815,2021-06-02,Wilmington,Delaware,1,3,4,"A shooter opened fire on officers during a domestic dispute in an apartment, injuring three. The shooter was found dead from a self-inflicted gunshot wound the next day.",2021
816,2021-06-02,Toledo,Ohio,0,4,4,Four people were shot and one other was seriously injured after being run over by a car outside a bar.,2021
817,2021-05-31,New York City,New York,0,5,5,Five people were shot in the Bushwick area of Brooklyn.,2021
818,2021-05-31,St. Louis,Missouri,0,4,4,Four men were wounded in a drive-by shooting.,2021
819,2021-05-31,Garfield Heights,Ohio,1,4,5,"One person was killed and four others, including two teenagers, were injured in a shooting during a block party.",2021
820,2021-05-30,Chicago,Illinois,0,4,4,Four teens injured in drive-by.,2021
821,2021-05-30,Aliceville,Alabama,1,4,5,One person was killed and four others were injured at a residence.,2021
822,2021-05-30,Hialeah,Florida,3,20,23,"2021 Hialeah shooting: Three shooters stepped out of a white SUV, using assault rifles and handguns, and opened fire on a billiards club. Some of the gunmen are still at large.",2021
823,2021-05-29,San Antonio,Texas,2,2,4,"Two people were killed and two others injured in a drive-by shooting, after leaving a memorial service at a North Side bar.",2021
824,2021-05-28,Dellwood,Missouri,1,3,4,A man was killed and three other people injured shortly before midnight outside a club.,2021
825,2021-05-28,Miami,Florida,1,6,7,"Shortly before midnight, police responded to a ShotSpotter alert in Wynwood where they found one person killed and six injured.",2021
826,2021-05-27,Durham,North Carolina,0,5,5,A drive-by shooting left five people injured.,2021
827,2021-05-26,Chicago,Illinois,0,4,4,Three teenagers and an adult were wounded in an apartment in the Englewood neighborhood on the South Side. One of the teenagers was pronounced dead before being resuscitated by doctors.,2021
828,2021-05-26,San Jose,California,10,0,10,"2021 San Jose shooting: An employee opened fire at a Santa Clara Valley Transportation Authority  control center in San Jose, California, killing nine others before committing suicide.",2021
829,2021-05-24,Bay Shore,New York,0,4,4,Four people were wounded at a basketball court near a local marina when someone opened fire.,2021
830,2021-05-24,Inkster,Michigan,2,2,4,Two people were killed and two others were injured in a shooting while playing basketball.,2021
831,2021-05-24,West Jefferson,Ohio,4,0,4,At least four people were killed at an apartment complex.,2021
832,2021-05-23,Chicago,Illinois,0,4,4,Four men were wounded outside a home in East Garfield Park after a man opened fire in the afternoon.,2021
833,2021-05-23,Paterson,New Jersey,0,5,5,A shooting at large gathering left five people injured.,2021
834,2021-05-23,Norfolk,Virginia,0,4,4,Four people were wounded in an overnight shooting.,2021
835,2021-05-23,Youngstown,Ohio,3,8,11,Three people were killed and eight injured at a local bar in the early morning.,2021
836,2021-05-23,Park Forest,Illinois,0,4,4,An overnight shooting at a private party left four people injured.,2021
837,2021-05-22,Minneapolis,Minnesota,2,8,10,"The incident happened in the early morning near a downtown nightclub, after two men opened fire on each other during an argument.",2021
838,2021-05-22,San Angelo,Texas,0,4,4,Four people were injured after a shooting at a sports complex.,2021
839,2021-05-22,Columbus,Ohio,1,5,6,A 16-year-old was killed and at least five other teenagers were wounded in a shooting at Bicentennial Park.,2021
840,2021-05-22,Fort Wayne,Indiana,1,4,5,A woman was killed and four others wounded shortly after midnight. An argument had escalated in the parking lot and gunfire struck people inside their apartments.,2021
841,2021-05-22,North Charleston,South Carolina,1,14,15,A teenager was killed and fourteen injured after a shooting at an unauthorized concert.,2021
842,2021-05-22,Fairfield Township,New Jersey,2,12,14,Two people were killed and twelve others injured at a large house party in a targeted attack.,2021
843,2021-05-21,Albany,New York,1,5,6,One person was killed and five others were injured. The injured walked themselves to the hospital.,2021
844,2021-05-21,Jersey City,New Jersey,2,4,6,Two people were killed and four injured in a late night shooting.,2021
845,2021-05-20,Evansville,Indiana,0,4,4,Four people were wounded after a fight escalated into a shooting.,2021
846,2021-05-18,Hemet,California,1,4,5,A pregnant bystander was shot and killed when a fight led to gunfire on a public street and four others were wounded.,2021
847,2021-05-18,Oakland,California,2,5,7,"Seven people were shot on a party bus celebrating a birthday, two fatally. Police have offered a $40,000 reward for information about the suspect.",2021
848,2021-05-17,Portland,Oregon,0,4,4,Four people were shot on Swan Island in an incident that is described by law enforcement as gang-related.,2021
849,2021-05-16,Stone Mountain,Georgia,1,5,6,A man was killed and five injured in a drive-by shooting while standing outside a gas station.,2021
850,2021-05-16,Columbus,Georgia,0,4,4,Four people were wounded in an early morning shooting at a Waffle House.,2021
851,2021-05-16,Birmingham,Alabama,1,4,5,A suspect in a double homicide opened fire on a SWAT team attempting to carry out a search warrant. The suspect was killed and four officers wounded.,2021
852,2021-05-16,East Lansing,Michigan,0,5,5,Five people were shot at a party at an apartment complex.,2021
853,2021-05-16,Atlanta,Georgia,0,4,4,Four people were wounded leaving the Trap Music Museum in an early morning drive-by shooting.,2021
854,2021-05-16,Cincinnati,Ohio,1,3,4,Responding officers to a fight and shooting call found a man dead and three others wounded at a nightclub.,2021
855,2021-05-15,Chicago,Illinois,2,3,5,Two people were killed and three wounded at an early morning gathering in the Auburn Gresham neighborhood.,2021
856,2021-05-15,New York City,New York,1,4,5,One person was killed and four other were injured in shooting in The South Bronx.,2021
857,2021-05-15,Washington D.C.,Washington D.C.,1,3,4,A man died and two women and another man were wounded in an afternoon shooting.,2021
858,2021-05-14,Philadelphia,Pennsylvania,0,4,4,Three men and a woman were wounded in an evening shooting in West Philadelphia.,2021
859,2021-05-13,Washington D.C.,Washington D.C.,0,4,4,"Four men found in two separate locations were wounded after a man left a vehicle and opened fire in Southeast Washington, DC.",2021
860,2021-05-13,Augusta,Georgia,2,2,4,Two women died and two others were injured in an apartment shooting.,2021
861,2021-05-13,Providence,Rhode Isl,0,9,9,"Nine people were shot in Washington Park. According to police, the shooting is the largest in terms of injured in Providence's history.",2021
862,2021-05-12,Buford,Georgia,1,3,4,One person died and three were injured after a shooting at an apartment complex.,2021
863,2021-05-11,Baltimore,Maryl,0,4,4,Four people were injured in a shooting at a housing complex in West Baltimore.,2021
864,2021-05-10,Montgomery,Alabama,0,7,7,Seven people were injured in a shooting at a package store.,2021
865,2021-05-09,Phoenix,Arizona,1,7,8,Shortly after midnight a fight broke out at Hyatt Regency Phoenix in Downtown Phoenix with a man was killed and seven others wounded.,2021
866,2021-05-09,Colorado Springs,Colorado,7,0,7,2021 Colorado Springs shooting: Six people were killed when a man opened fire at a birthday party in a trailer park. The shooter  took his own life shortly afterwards.,2021
867,2021-05-08,Detroit,Michigan,0,4,4,Shortly after midnight four people were wounded in an alley in the city's Westside.,2021
868,2021-05-08,Gwynn Oak,Maryl,4,1,5,A man killed three people and injured a fourth near a townhouse before setting it on fire. Responding officers shot and killed him. The man was reportedly being watched by the FBI before the incident.,2021
869,2021-05-08,Oakland,California,0,4,4,Four people were wounded in the early morning while standing outside for a gathering near Lake Merritt.,2021
870,2021-05-08,Citrus Heights,California,0,4,4,Four people were wounded in the parking lot of a night club during the early morning. Responding officers had to break up multiple fights upon arriving.,2021
871,2021-05-07,Kinloch,Missouri,2,3,5,A fight broke out at a large outdoor party resulting in two men being killed and three others wounded.,2021
872,2021-05-06,Paterson,New Jersey,0,5,5,Five people were wounded in a drive-by shooting during the evening. Thirty minutes prior another two had been injured in a separate drive-by shooting.,2021
873,2021-05-05,Chicago,Illinois,0,4,4,Four people were shot while sitting on a porch in the South Shore neighborhood.,2021
874,2021-05-03,Saginaw,Michigan,1,4,5,A man died and four others were wounded after a shooting at a house party.,2021
875,2021-05-02,Saint Paul,Minnesota,0,4,4,A shooting at a house party left four people injured.,2021
876,2021-05-02,Columbus,Ohio,0,4,4,Three men and one woman were injured in an afternoon shooting after a man entered a restaurant and opened fire.,2021
877,2021-05-02,Chicago,Illinois,0,5,5,Two men and three women were wounded after a drive-by shooting on the West Side.,2021
878,2021-05-02,Baltimore,Maryl,1,3,4,"One person was killed, and three others injured at Carroll Park.",2021
879,2021-05-02,Philadelphia,Pennsylvania,1,3,4,One person died and three others were injured after a shooting in Frankford.,2021
880,2021-05-01,Clewiston,Florida,1,3,4,A shooting left one person dead and three injured at the Brown Sugar Festival.,2021
881,2021-05-01,New Rochelle,New York,1,4,5,A shooting left at least one dead and four more injured at an outdoor gathering.,2021
882,2021-05-01,Wilmington,Delaware,0,4,4,Two men and two women were shot and injured.,2021
883,2021-05-01,Atlanta,Georgia,1,3,4,A teenage girl and three others were wounded in a shooting.,2021
884,2021-05-01,New Orleans,Louisiana,2,4,6,Two people were killed and four more were injured in a shooting.,2021
885,2021-05-01,Ashwaubenon,Wisconsin,3,1,4,"At a casino on Oneida land, a man shot and killed 2 people, and seriously wounded another, before being shot dead by responding police officers.",2021
886,2021-05-01,Holyoke,Massachusetts,0,5,5,Five people were shot outside the Clubhouse Lounge.,2021
887,2021-04-29,Atlanta,Georgia,1,4,5,One person died and four other people were injured after a shooting at a southwest Atlanta home in a drive-by shooting.,2021
888,2021-04-28,Miami,Florida,0,5,5,Five people were injured during a shooting at a Miami home.,2021
889,2021-04-28,Boone,North Carolina,5,0,5,Two deputies were killed and three other people including a suspected gunman were found dead after a standoff.,2021
890,2021-04-27,Fairfield,Alabama,1,4,5,A shooting left at least one person dead and four more injured.,2021
891,2021-04-27,Richmond,Virginia,2,3,5,A three-month-old and her mother were killed after being caught in the crossfire between two groups. Three others are recovering after being shot.,2021
892,2021-04-26,Gresham,Oregon,0,7,7,Seven people were shot during a vigil for a shooting victim.,2021
893,2021-04-25,Palestine,Texas,0,4,4,A shooting that occurred at a local night club left four people injured.,2021
894,2021-04-25,Little Rock,Arkansas,1,3,4,A drive-by shooting left one person dead and three others injured at Cheatham Park.,2021
895,2021-04-25,Kansas City,Missouri,1,3,4,A man is dead and three more are injured after a quadruple shooting in the city's historic jazz district.,2021
896,2021-04-25,Phenix City,Alabama,0,4,4,An overnight shooting left four people injured at an outdoor party.,2021
897,2021-04-25,Houma,Louisiana,0,5,5,A shooting at a Houma nightclub left five people injured.,2021
898,2021-04-24,New Orleans,Louisiana,0,5,5,Five people were wounded in a shooting on Bourbon Street.,2021
899,2021-04-22,San Diego,California,1,4,5,A man was arrested after two overnight shootings in downtown San Diego left one person dead and four others injured.,2021
900,2021-04-19,Saint Croix,United States Virgin Isls,2,2,4,"Four people were shot, two fatally, at a housing complex.",2021
901,2021-04-19,Houston,Texas,2,3,5,"Five people were shot, two fatally, in Independence Heights.",2021
902,2021-04-19,Atlanta,Georgia,0,5,5,"Five people were wounded, one critically, at an apartment complex in southwest Atlanta.",2021
903,2021-04-18,Montgomery,Alabama,1,4,5,"A shooting over the weekend left four people injured, including juveniles, and one woman dead.",2021
904,2021-04-18,Detroit,Michigan,1,5,6,"Police were investigating a shooting that wounded five, as well as a fatal car crash nearby, when a man drove through the crime scene and later fired at officers. Officers then fired back, killing the man. It is not known if this man was connected to the earlier shooting.",2021
905,2021-04-18,Kenosha,Wisconsin,3,2,5,Three people were killed and two injured after a shooting at a tavern.,2021
906,2021-04-18,Shreveport,Louisiana,0,5,5,Five victims have shown up at a Shreveport hospital in connection with a shooting on Hearne Avenue.,2021
907,2021-04-17,LaPlace,Louisiana,0,9,9,Nine people were shot and injured during a 12-year old's birthday party.,2021
908,2021-04-17,Columbus,Ohio,1,5,6,A woman was killed and five were wounded after a shooting at a vigil for a homicide victim.,2021
909,2021-04-16,Detroit,Michigan,0,4,4,Four people were shot at a vigil on the East Side.,2021
910,2021-04-15,Indianapolis,Indiana,9,7,16,"Indianapolis FedEx shooting: A shooting occurred outside a FedEx facility near Indianapolis International Airport. Nine people were reported dead, including the shooter, who committed suicide. The shooter has been identified as 19-year old Brandon Scott Hole, a former employee of the FedEx facility.",2021
911,2021-04-15,Washington D.C.,Washington D.C.,0,4,4,Three men and a teenage girl were wounded in Northeast DC.,2021
912,2021-04-15,Pensacola,Florida,0,5,5,Five people were shot outside an apartment complex. Police say there were four shooters.,2021
913,2021-04-15,Chicago,Illinois,0,4,4,Four people were wounded in Humboldt Park.,2021
914,2021-04-13,Baltimore,Maryl,0,4,4,Four men were shot by at least two people while playing a dice game in East Baltimore.,2021
915,2021-04-12,Chicago,Illinois,1,3,4,"Four people were shot, one fatally, on the I-290. In addition, a fifth person was hit by a car.",2021
916,2021-04-12,Nashville,Tennessee,1,3,4,A three-year-old girl was shot and killed; a two-year-old girl and two adult males were shot and injured in the Cumberland View apartments of the North Nashville neighborhood.,2021
917,2021-04-12,Carroll County,Georgia,1,3,4,"During a vehicle pursuit, three police officers were shot and one of the occupants of the suspect vehicle was killed by police.",2021
918,2021-04-11,Wichita,Kansas,1,3,4,One man was killed and three others wounded at an Airbnb.,2021
919,2021-04-11,Seattle,Washington,0,5,5,Five people were shot in a parking lot.,2021
920,2021-04-10,Koshkonong,Missouri,1,3,4,"A man shot several people at a convenience store. Police say the man knew one of the victims, but the motive is unclear.",2021
921,2021-04-10,Memphis,Tennessee,1,4,5,Five people were shot at an auto repair shop.,2021
922,2021-04-10,Waterbury,Connecticut,0,4,4,Four people were wounded in a shooting.,2021
923,2021-04-10,Allendale,Michigan,0,4,4,"A shooting at an Allendale apartment complex near Grand Valley State University injured four people, leaving one critically injured.",2021
924,2021-04-09,Fort Worth,Texas,1,5,6,"Six people were shot, one fatally, during a shootout between two vehicles. Police say the shooting may have been gang related. One of the wounded was in a non-related vehicle, and another was in his home.",2021
925,2021-04-08,Bryan,Texas,1,5,6,"A shooting at a cabinet manufacturing store left one person dead, four in critical condition, and one in stable condition. One of the injured is a Texas State Trooper. The suspected shooter is now in custody.",2021
926,2021-04-07,Rock Hill,South Carolina,7,0,7,"2021 Rock Hill shooting: Six people, including two children, were killed in a mass shooting at a Rock Hill home. The perpetrator, a former professional NFL player was found dead by suicide in a nearby home.",2021
927,2021-04-07,Milwaukee,Wisconsin,2,2,4,"Four people were shot at a Northside gas station, two of them fatally.",2021
928,2021-04-06,New York City,New York,4,0,4,"A man killed the mother of his child and two of her daughters, then later killed himself at the New York City Housing Authority's Van Dyke Houses Brownsville neighborhood of Brooklyn.",2021
929,2021-04-06,Detroit,Michigan,1,3,4,Four people were shot in the Cornerstone Village neighborhood.,2021
930,2021-04-05,Chicago,Illinois,0,7,7,Seven people were injured in a shooting in West Englewood.,2021
931,2021-04-05,Baltimore,Maryl,0,5,5,Five men were injured in a shooting.,2021
932,2021-04-05,Allen,Texas,6,0,6,Two brothers are suspected to have made a suicide pact before they shot and killed four family members and then fatally shot themselves in a suburban home.,2021
933,2021-04-04,Monroe,Louisiana,0,6,6,Two men were arrested for a shooting at a bar that wounded six people.,2021
934,2021-04-04,Birmingham,Alabama,1,6,7,"A woman was killed at a park, and six others, including a 5-year-old boy, were wounded.",2021
935,2021-04-04,Beaumont,Texas,0,4,4,Four people were wounded in a drive-by shooting.,2021
936,2021-04-03,Wilmington,North Carolina,3,4,7,"Seven people were shot, three fatally, during a house party.",2021
937,2021-04-03,Quincy,Florida,0,7,7,Seven were wounded after a nightclub shooting.,2021
938,2021-04-03,Tuscaloosa,Alabama,0,5,5,Two people were arrested after a shooting injured five people.,2021
939,2021-03-31,Orange,California,4,2,6,"2021 Orange, California office shooting: Six people were shot. Four people, including a child, were killed and two hospitalized.",2021
940,2021-03-31,Washington D.C.,Washington D.C.,2,3,5,Five people were shot in the Congress Heights neighborhood. Two of the victims were killed and three others were injured.,2021
941,2021-03-30,Houston,Texas,0,4,4,Several people were wounded in the Acres Homes area in separate shootings. Houston Police believe the shootings may be connected.,2021
942,2021-03-28,Essex,Maryl,5,1,6,A man killed his parents and two others before setting himself on fire. A fifth person was wounded by gunfire but survived.,2021
943,2021-03-28,Chicago,Illinois,0,4,4,Four people were struck by gunfire on a vehicle on Interstate 57.,2021
944,2021-03-28,San Antonio,Texas,0,4,4,"Four people were injured, two critically, after a shooting at an apartment complex.",2021
945,2021-03-28,Cleveland,Ohio,0,7,7,Seven people were injured after a shootout at a motorcycle club.,2021
946,2021-03-27,Chicago,Illinois,0,4,4,Four people were wounded after a shooting in the Austin neighborhood.,2021
947,2021-03-27,River Grove,Illinois,1,3,4,"Four people were shot, one fatally, on a party bus.",2021
948,2021-03-27,Yazoo City,Mississippi,0,6,6,Several people were injured after a shooting at a nightclub.,2021
949,2021-03-27,Memphis,Tennessee,3,2,5,"In an early morning shooting in Northern Memphis, three people were killed and two people were injured. Of the injured, a man is in critical condition and a woman is in stable condition.",2021
950,2021-03-26,Philadelphia,Pennsylvania,0,7,7,"Seven people were shot outside a sports bar in Fishtown. Three of the victims are in critical condition, and four are in stable condition.",2021
951,2021-03-26,Virginia Beach,Virginia,2,8,8,"Eight people were injured after a fight led to a shooting. Two other shootings, one of which was officer-involved, also occurred that night, though it is unknown if they were related to the original shooting.",2021
952,2021-03-26,Chicago,Illinois,1,7,8,One person died and seven others were injured at a party in the Southwest Side of Chicago.,2021
953,2021-03-23,Atlanta,Georgia,0,4,4,"Four people including a child were injured at the entrance of the Cumberland Mall, although the mall was not evacuated. A similar shooting took place in December 2019.",2021
954,2021-03-23,Aliceville,Alabama,2,2,4,"Four people, including two high school students, were shot. One of the high school students later died.",2021
955,2021-03-22,Detroit,Michigan,1,3,4,"Four people were shot in a vehicle, one fatally.",2021
956,2021-03-22,Cleveland,Ohio,2,2,4,"Four people were shot at a restaurant, two fatally.",2021
957,2021-03-22,Boulder,Colorado,10,2,12,"2021 Boulder shooting: Ten people were killed including a Boulder police officer, in a shooting at a grocery store. The shooter was shot in the leg by responding police.",2021
958,2021-03-20,Houston,Texas,0,5,5,Five people were shot at a nightclub.,2021
959,2021-03-20,Philadelphia,Pennsylvania,1,4,5,"Five people were shot, one fatally, at a party in the Nicetown neighborhood.",2021
960,2021-03-20,Dallas,Texas,1,7,8,One person died and seven others were wounded after a shooting at a nightclub.,2021
961,2021-03-18,New Orleans,Louisiana,0,4,4,Four people were shot in the 7th Ward.,2021
962,2021-03-18,Gresham,Oregon,0,4,4,Four people were hospitalized after a shooting at a motel.,2021
963,2021-03-17,Stockton,California,0,5,5,Five people were wounded after a drive-by shooting at a vigil. Police say the victims are uncooperative.,2021
964,2021-03-16,Phoenix,Arizona,4,1,5,Four people died after a shooting at a home. One man was injured and is expected to survive.,2021
965,2021-03-16,Atlanta  and Acworth,Georgia,8,1,9,"2021 Atlanta spa shootings: A series of mass shootings occurred at massage parlors. Eight people were killed in the incidents and one person was wounded, six victims were women of Asian descent. The suspect was arrested in Crisp County and told police he planned to continue his massacre in Florida.",2021
966,2021-03-15,Indianapolis,Indiana,1,4,5,One person died and four were injured after an overnight shooting in the Northside.,2021
967,2021-03-14,Chicago,Illinois,0,4,4,Four people were injured during a robbery in the South Side.,2021
968,2021-03-14,Chicago,Illinois,2,13,15,Two people were killed and 13 injured at an early morning party in South Side.,2021
969,2021-03-14,Tampa,Florida,0,4,4,Four people were shot outside a banquet hall.,2021
970,2021-03-13,Indianapolis,Indiana,4,1,5,"Police found a woman who had been shot and learned there may be other victims at a different home. Police arrived at the home and found four dead, including a child.",2021
971,2021-03-13,Orlando,Florida,1,3,4,One person was killed and three injured at an early morning party.,2021
972,2021-03-13,New York City,New York,0,5,5,"Five people were shot at a hookah parlor in Williamsburg, Brooklyn.",2021
973,2021-03-13,Richmond,Virginia,2,4,6,Two people were killed and four injured at a parking lot.,2021
974,2021-03-12,Greensboro,North Carolina,0,4,4,"Four people, including a minor, were injured in a shooting.",2021
975,2021-03-11,Chamita,New Mexico,1,3,4,"Following an argument, a man shot at a car of people, killing one and wounding three.",2021
976,2021-03-11,Columbia,South Carolina,1,4,5,One person was killed and four injured outside a motorcycle business.,2021
977,2021-03-11,Philadelphia,Pennsylvania,2,2,4,"Four people were shot in Overbrook, two fatally. One of the deceased was 16-years-old.",2021
978,2021-03-10,Philadelphia,Pennsylvania,0,4,4,Four people were shot in Kensington.,2021
979,2021-03-10,Houston,Texas,3,1,4,Three people were killed and one was injured in Southwest Houston. Two of the victims were 18-years-old.,2021
980,2021-03-08,Clearwater,Florida,1,3,4,One man died and three people were injured in a shooting. Police believe the shooting was targeted.,2021
981,2021-03-07,Edwards,Mississippi,0,4,4,"Three adults and a two-year-old child were injured at a child's birthday party, in a local apartment building. The shooter was arrested the next day.",2021
982,2021-03-06,Yuba City,California,2,3,5,Two were killed and three injured after a drive-by shooting at a backyard gathering.,2021
983,2021-03-06,Fayetteville,North Carolina,1,4,5,One man was killed and four people were injured in an early-morning shooting.,2021
984,2021-03-05,Compton,California,1,4,5,A shooting at a restaurant killed a man from Pennsylvania and injured four others. Police say the shooting was gang-related.,2021
985,2021-03-04,Washington D.C.,Washington D.C.,0,5,5,Several people were injured in a shooting at a convenience store in the Southwest section of the district.,2021
986,2021-03-03,Erie,Pennsylvania,1,3,4,One person died and three were injured after a shooting at a tavern.,2021
987,2021-02-28,Houston,Texas,0,4,4,Four people were injured at a parking lot in Northwest Houston. Police say the incident was a case of road rage.,2021
988,2021-02-28,McCormick,South Carolina,0,4,4,Four people were shot at an apartment complex. The shooting occurred at one of the wounded's apartments.,2021
989,2021-02-28,Dover,Delaware,0,4,4,Four people were wounded in an IHOP parking lot during the early morning.,2021
990,2021-02-28,Shreveport,Louisiana,0,5,5,"Five people were wounded in a drive-by shooting. Four were outside, and one was in a store.",2021
991,2021-02-28,Frederiksted,United States Virgin Isls,2,2,4,"Four people were shot, two fatally, at a vegetable market. One of the wounded was involved in a crash on her way to the hospital.",2021
992,2021-02-28,East Chicago,Indiana,0,4,4,Four people were shot at a gas station. One of the wounded was a 7-year-old girl.,2021
993,2021-02-28,Cincinnati,Ohio,4,2,6,"A man shot and killed his wife and two others, wounding a fourth. He was later shot and injured by police in Detroit and was taken to a nearby hospital and died days later.",2021
994,2021-02-27,Columbus,Mississippi,0,4,4,Four people were injured after a shooting in South Columbus.,2021
995,2021-02-27,Pattison,Mississippi,2,3,5,"A conflict between two men led to a shooting at a birthday party, killing two and injuring three.",2021
996,2021-02-27,Saint Croix,United States Virgin Isls,1,5,6,"Six people were shot, one fatally, after a dispute at a club.",2021
997,2021-02-26,San Diego,California,1,3,4,"Four were shot, one fatally, after a drive-by shooting outside a market.",2021
998,2021-02-26,Houston,Texas,1,5,6,"Six men were injured at a local car wash, with one man found by police and five others identified at a local hospital.",2021
999,2021-02-26,Baton Rouge,Louisiana,0,4,4,Four people were shot and injured on Paige Street.,2021
1000,2021-02-21,Teachey,North Carolina,0,4,4,Four people were wounded after a shooting at a mobile home park.,2021
1001,2021-02-21,Kennett,Missouri,1,4,5,One man died and four people were injured after an overnight shooting at a club.,2021
1002,2021-02-20,Metairie,Louisiana,3,2,5,"A man shot and killed two people at a gun store. Several people then engaged the original shooter both inside and outside the store, causing injuries to two more people. It is still unclear whether the original shooter was shot dead by engaging responders or committed suicide.",2021
1003,2021-02-20,Springfield,Illinois,1,4,5,One man died and four people were injured after an overnight shooting in Springfield.,2021
1004,2021-02-20,East Norriton,Pennsylvania,1,3,4,One man died and three people were injured after a shooting at a bowling alley.,2021
1005,2021-02-19,Grand Junction,Colorado,1,3,4,"Four people were shot, one fatally, at a party. Most of the people at the party were of college-age.",2021
1006,2021-02-18,Baton Rouge,Louisiana,1,3,4,A man was killed and three others injured inside a barbershop.,2021
1007,2021-02-17,Philadelphia,Pennsylvania,0,8,8,"A shooter injured eight people, including a seventeen-year-old, near the Olney Transportation Center.",2021
1008,2021-02-16,St. Petersburg,Florida,3,1,4,"A man suspected in a homicide shot several family members at a house where his grandmother and great-grandmother lived, killing them and his uncle. A woman with gunshot wounds was able to escape to a neighbor's house for help.",2021
1009,2021-02-13,Indianapolis,Indiana,0,4,4,One adult and three juveniles were discovered wounded by gunfire in a vehicle stopped at an intersection.,2021
1010,2021-02-13,Cary,North Carolina,1,3,4,One person died and three others were wounded in an early morning shooting.,2021
1011,2021-02-13,Oakland,California,0,6,6,Six wounded men were found after a Shot Spotter alert in the Old Oakland Historic District. The victims are uncooperative with officers.,2021
1012,2021-02-13,San Francisco,California,0,6,6,A shooting in Bayview injured six people.,2021
1013,2021-02-11,Columbus,Georgia,1,4,5,"Five people were shot, one fatally in an evening shooting near the Signature Event Center.",2021
1014,2021-02-10,Atlanta,Georgia,0,4,4,Four people were injured during a shootout between two vehicles. Two of the injured were minors.,2021
1015,2021-02-09,Houston,Texas,0,4,4,Four men were shot and injured in a drive-by shooting at Acres Homes.,2021
1016,2021-02-09,Buffalo,Minnesota,1,4,5,"Buffalo, Minnesota clinic attack: A nurse was killed and four other people were shot and seriously wounded inside of a health care clinic. The perpetrator had made previous threats to commit a mass shooting at the clinic.",2021
1017,2021-02-08,Mobile,Alabama,0,4,4,Three adults and a juvenile were shot and injured in an evening shooting.,2021
1018,2021-02-06,Thibodaux,Louisiana,0,4,4,Three teens and one adult were shot at a house party.,2021
1019,2021-02-06,Tacoma,Washington,1,3,4,A shooting at an illegal club killed one and injured three.,2021
