,Date,City,State,Dead,Injured,Total,Description,Year
2474,2016-07-07,Dallas,Texas,6,11,17,2016 shooting of Dallas police officers: A shooter killed five police officers and wounded nine other officers and two civilians at a protest over the police shootings of Alton Sterling and Philando Castile. The shooter was killed by a bomb delivered by a remote control vehicle. He is believed to have been motivated by retribution for black men killed by police.,2016
2475,2016-06-12,Orlando,Florida,50,58,108,"Orlando nightclub shooting: A gunman killed 49 people and wounded 53 others in a shooting at Pulse, a gay nightclub. The gunman was killed in a shootout with the police.",2016
2476,2016-03-09,Wilkinsburg,Pennsylvania,6,3,9,"2016 Wilkinsburg mass shooting: Six people  were killed and three were injured by two gunmen in an attack during a backyard party. One person with a handgun drove the partygoers toward a backyard porch, where the second shot at them with an assault-style rifle.",2016
2477,2016-02-25,Hesston and Newton,Kansas,4,14,18,Hesston shooting: A man killed three people and injured fourteen others in an attack at his workplace. He had been served with a temporary order of protection shortly before he began shooting. He was killed by police who responded to the scene.,2016
2478,2016-02-20,Kalamazoo,Michigan,6,2,8,2016 Kalamazoo shootings: An Uber driver is suspected to have killed six people and wounded two others in a series of shootings targeting random people.,2016
2479,2015-12-02,San Bernardino,California,16,22,38,"2015 San Bernardino attack: A married couple opened fire on the husband's colleagues at a work training event. They killed fourteen people and injured twenty-two before being killed in a shootout with police. Pipe bombs set at their residence failed to detonate. The two perpetrators are believed to have been radicalized, though not believed to have been directly connected to a specific foreign terrorist organization.",2015
2480,2015-11-27,Colorado Springs,Colorado,3,9,12,Colorado Springs Planned Parenthood shooting: A man killed two civilians and a police officer and wounded nine others inside a Planned Parenthood clinic before surrendering to police. The shootings are suspected to have been motivated by the suspect's anti-abortion views.,2015
2481,2015-11-23,Minneapolis,Minnesota,0,5,5,"Shooting of protesters at a Black Lives Matter protest: During a Black Lives Matter protest related to the shooting of Jamar Clark, a man opened fire and injured five protestors. The perpetrator was later arrested.",2015
2482,2015-10-31,Colorado Springs,Colorado,4,0,4,"October 2015 Colorado Springs shooting. Noah Harpham killed three. Harpham was open carrying with his rifle for some time, before randomly opening fire on random people on the street ",2015
2483,2015-10-09,Flagstaff,Arizona,1,3,4,"Northern Arizona University shooting: A freshman at Northern Arizona University shot four students, killing one.",2015
2484,2015-10-01,Roseburg,Oregon,10,8,18,"Umpqua Community College shooting: A student at Umpqua Community College killed nine people and injured eight others on the college campus. After being wounded by police officers, he killed himself.",2015
2485,2015-08-26,Moneta,Virginia,3,1,4,"Murders of Alison Parker and Adam Ward: An enraged former employee for WDBJ  carried out a preplanned shooting targeting 3 reporters, conducting a live T.V. interview near Smith Mountain Lake. Alison Parker was fatally shot, and the cameraman Adam Ward was also killed. Vicki Gardner was also shot, but survived. He fled the scene in his car then took off on foot while a massive manhunt was underway. Before police could approach Williams, he committed suicide by shooting himself. He stated that the motive was the Charleston church shooting and possible discrimination at his workplace.",2015
2486,2015-08-08,Harris County,Texas,8,0,8,"2015 Harris County shooting: A man broke into his ex-girlfriend's home and held her hostage along with her husband and six children, one of whom was his son. Over the course of nine hours, he killed everyone in the home. After a shootout with police, he surrendered and was taken into custody.",2015
2487,2015-07-23,Lafayette,Louisiana,3,9,12,"2015 Lafayette shooting: A gunman killed two people and injured nine in a shooting at a movie theater. After trying to blend into the crowd leaving the theater, the gunman heard sirens, returned to the theater, and killed himself.",2015
2488,2015-07-16,Chattanooga,Tennessee,6,2,8,"2015 Chattanooga shootings: A man committed a drive-by shooting at a military recruitment center in a strip mall, wounding one Marine. With police in pursuit, he drove to a U.S. Navy Reserve center and rammed his vehicle through a gate. He fatally wounded a Navy sailor, killed four Marines, and wounded a police officer before being killed by a naval commander. The FBI later determined the gunman had been motivated by propaganda published by terrorist organizations.",2015
2489,2015-06-17,Charleston,South Carolina,9,1,10,"Charleston church shooting: A white supremacist killed nine black people during a prayer service at the Emanuel African Methodist Episcopal Church, wounding one other. He was taken into custody by police, and later said that he committed the shootings in an attempt to start a ""race war"".",2015
2490,2015-05-17,Waco,Texas,9,18,27,"2015 Waco shootout: Gunfire broke out at a restaurant where members of several motorcycle clubs had gathered to discuss political rights for motorcyclists. Members of the clubs and police were both involved in the gunfire. Nine people were killed and eighteen were injured in the shootout, all members of the motorcycle clubs. The shooting may have resulted from a territorial dispute between two of the motorcycle clubs.",2015
2491,2015-02-26,Tyrone,Missouri,8,1,9,2015 Tyrone shooting: A man killed seven people and wounded one after going door-to-door and shooting people in four separate homes. Four of the people he killed were family members. The man then killed himself. The shooting was possibly motivated by the man finding his mother dead from natural causes.,2015
2492,2014-12-15,Montgomery County,Pennsylvania,6,1,7,"2014 Montgomery County shootings: Six people were found dead and one wounded in three locations across Montgomery County. The shooter was found dead the next day after committing suicide by overdose. One of the victims was the shooter's ex-wife, the others were her relatives.",2014
2493,2014-12-12,Portland,Oregon,0,4,4,Rosemary Anderson High School shooting: A perpetrator shot and injured three students and an adult outside of the school.,2014
2494,2014-10-24,Marysville,Washington,5,1,6,Marysville Pilchuck High School shooting: A fifteen-year-old killed four people and injured one other in the cafeteria of Marysville Pilchuck High School before killing himself.,2014
2495,2014-07-09,Spring,Texas,6,1,7,2014 Harris County shooting: A man is suspected of killing six of his family members and wounding a seventh. He was arrested after a brief chase and a standoff that lasted several hours.,2014
2496,2014-05-23,Isla Vista,California,7,13,20,"2014 Isla Vista killings: Several hours after stabbing and killing his three roommates, a man drove to a sorority house near the University of California, Santa Barbara and knocked on the door. After receiving no answer, he began shooting at people nearby, killing two members of another sorority and injuring a third. He then returned to his car and continued to shoot at random people from within his vehicle before killing himself with a gunshot. The attack is believed to have been motivated by the killer's hatred of women and frustration with his dating and family life.",2014
2497,2014-04-02,Fort Hood,Texas,4,14,18,"2014 Fort Hood shooting: After being denied leave from the Fort Hood military base where he was stationed, a man killed three people and injured fourteen before killing himself.",2014
2498,2013-11-01,Los Angeles,California,1,4,5,"2013 Los Angeles International Airport shooting: A man entered the Los Angeles International Airport, killed a TSA agent, and wounded three other people. He was injured when shot several times by police.",2013
2500,2013-08-05,Saylorsburg,Pennsylvania,3,4,7,"Ross Township Municipal Building shooting: A man entered a meeting of township supervisors and killed three people, injuring three others. The gunman was also injured when his gun went off and hit his own leg as two men wrestled him to the ground and took away his weapon. The shooting was suspected to be motivated by a longstanding feud in which the gunman's property rights had been taken away. He was sentenced to life in prison.",2013
2501,2013-07-26,Hialeah,Florida,7,0,7,2013 Hialeah shooting: A man lit his apartment on fire and killed six other people in his apartment building before being killed by a SWAT team.,2013
2502,2013-06-07,Santa Monica,California,6,5,11,"2013 Santa Monica shooting: A man killed two people in a residence before lighting it on fire. He continued to shoot at people while moving towards Santa Monica College, then attempted to carjack a passing vehicle. After firing rounds at a passing bus, he ran into the college library and continued shooting. He killed five people and injured five others before being killed by police.",2013
2504,2013-01-19,South Valley,New Mexico,5,0,5,2013 South Valley homicides: A fifteen-year-old murdered his parents and three siblings in their home. He was arrested by police.,2013
